genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.757	b0727	VBIEscCol129921_0757	sucB	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	00310	Lysine degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.758	b0728	VBIEscCol129921_0758	sucC	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.758	b0728	VBIEscCol129921_0758	sucC	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00640	Propanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.758	b0728	VBIEscCol129921_0758	sucC	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00660	C5-Branched dibasic acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.758	b0728	VBIEscCol129921_0758	sucC	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00720	Reductive carboxylate cycle (CO2 fixation)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.759	b0729	VBIEscCol129921_0759	sucD	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.759	b0729	VBIEscCol129921_0759	sucD	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00640	Propanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.759	b0729	VBIEscCol129921_0759	sucD	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00660	C5-Branched dibasic acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.759	b0729	VBIEscCol129921_0759	sucD	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00720	Reductive carboxylate cycle (CO2 fixation)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.764	b0733	VBIEscCol129921_0764	cydA	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor.	00965	Betalain biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.765	b0734	VBIEscCol129921_0765	cydB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor.	00965	Betalain biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.766	b4515	VBIEscCol129921_0766	ybgT	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor	00965	Betalain biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.779	b0754	VBIEscCol129921_0779	aroG	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.782	b0756	VBIEscCol129921_0782	galM	Aldose 1-epimerase (EC 5.1.3.3)	5.1.3.3	Aldose 1-epimerase	00010	Glycolysis / Gluconeogenesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.783	b0757	VBIEscCol129921_0783	galK	Galactokinase (EC 2.7.1.6)	2.7.1.6	Galactokinase	00052	Galactose metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.783	b0757	VBIEscCol129921_0783	galK	Galactokinase (EC 2.7.1.6)	2.7.1.6	Galactokinase	00520	Amino sugar and nucleotide sugar metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.784	b0758	VBIEscCol129921_0784	galT	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase	00052	Galactose metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.784	b0758	VBIEscCol129921_0784	galT	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase	00520	Amino sugar and nucleotide sugar metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.785	b0759	VBIEscCol129921_0785	galE	UDP-glucose 4-epimerase (EC 5.1.3.2)	5.1.3.2	UDP-glucose 4-epimerase	00052	Galactose metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.785	b0759	VBIEscCol129921_0785	galE	UDP-glucose 4-epimerase (EC 5.1.3.2)	5.1.3.2	UDP-glucose 4-epimerase	00520	Amino sugar and nucleotide sugar metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00051	Fructose and mannose metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00053	Ascorbate and aldarate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00565	Ether lipid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00600	Sphingolipid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00730	Thiamine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00740	Riboflavin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.792	b0766	VBIEscCol129921_0792	ybhA	Phosphatase YbhA (EC 3.1.3.-)	3.1.3.-	Phosphoric monoester hydrolases	00760	Nicotinate and nicotinamide metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.793	b0767	VBIEscCol129921_0793	pgl	6-phosphogluconolactonase (EC 3.1.1.31)	3.1.1.31	6-phosphogluconolactonase	00030	Pentose phosphate pathway
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.798	b0772	VBIEscCol129921_0798	ybhC	Pectinesterase (EC 3.1.1.11)	3.1.1.11	Pectinesterase	00040	Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.798	b0772	VBIEscCol129921_0798	ybhC	Pectinesterase (EC 3.1.1.11)	3.1.1.11	Pectinesterase	00500	Starch and sucrose metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.800	b0774	VBIEscCol129921_0800	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.801	b0775	VBIEscCol129921_0801	bioB	Biotin synthase (EC 2.8.1.6)	2.8.1.6	Biotin synthase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.802	b0776	VBIEscCol129921_0802	bioF	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	2.3.1.47	8-amino-7-oxononanoate synthase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.803	b0777	VBIEscCol129921_0803	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)	2.1.1.197	Malonyl-[acyl-carrier protein] O-methyltransferase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.804	b0778	VBIEscCol129921_0804	bioD	Dethiobiotin synthase BioD (EC 6.3.3.3)	6.3.3.3	Dethiobiotin synthase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.815	b0789	VBIEscCol129921_0815	ybhO	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG	2.7.8.-	Transferases for other substituted phosphate groups	00440	Phosphonate and phosphinate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.815	b0789	VBIEscCol129921_0815	ybhO	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG	2.7.8.-	Transferases for other substituted phosphate groups	00513	High-mannose type N-glycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.815	b0789	VBIEscCol129921_0815	ybhO	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG	2.7.8.-	Transferases for other substituted phosphate groups	00564	Glycerophospholipid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.815	b0789	VBIEscCol129921_0815	ybhO	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG	2.7.8.-	Transferases for other substituted phosphate groups	00600	Sphingolipid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.815	b0789	VBIEscCol129921_0815	ybhO	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG	2.7.8.-	Transferases for other substituted phosphate groups	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.850	b0823	VBIEscCol129921_0850	ybiW	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.850	b0823	VBIEscCol129921_0850	ybiW	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00640	Propanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.850	b0823	VBIEscCol129921_0850	ybiW	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00650	Butanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.866	b0839	VBIEscCol129921_0866	dacC	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.868	b0841	VBIEscCol129921_0868	ybjG	Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance	3.6.1.27	Undecaprenyl-diphosphate phosphatase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00231	Puromycin biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00592	alpha-Linolenic acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00633	Trinitrotoluene degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00860	Porphyrin and chlorophyll metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00950	Isoquinoline alkaloid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00981	Insect hormone biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.879	b0851	VBIEscCol129921_0879	nfsA	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	01057	Biosynthesis of type II polyketide products
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.900	b0871	VBIEscCol129921_0900	poxB	Pyruvate dehydrogenase (quinone) (EC 1.2.5.1)	1.2.5.1	Pyruvate dehydrogenase (quinone)	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.902	b0873	VBIEscCol129921_0902	hcp	Hydroxylamine reductase (EC 1.7.99.1)	1.7.99.1	Hydroxylamine reductase	00910	Nitrogen metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.917	b0888	VBIEscCol129921_0917	trxB	Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00240	Pyrimidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.917	b0888	VBIEscCol129921_0917	trxB	Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00450	Selenoamino acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.923	b0893	VBIEscCol129921_0923	serS	Seryl-tRNA synthetase (EC 6.1.1.11)	6.1.1.11	Serine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.934	b0903	VBIEscCol129921_0934	pflB	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.934	b0903	VBIEscCol129921_0934	pflB	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00640	Propanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.934	b0903	VBIEscCol129921_0934	pflB	Pyruvate formate-lyase (EC 2.3.1.54)	2.3.1.54	Formate C-acetyltransferase	00650	Butanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.938	b0907	VBIEscCol129921_0938	serC	Phosphoserine aminotransferase (EC 2.6.1.52)	2.6.1.52	Phosphoserine transaminase	00260	Glycine, serine and threonine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.938	b0907	VBIEscCol129921_0938	serC	Phosphoserine aminotransferase (EC 2.6.1.52)	2.6.1.52	Phosphoserine transaminase	00680	Methane metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.938	b0907	VBIEscCol129921_0938	serC	Phosphoserine aminotransferase (EC 2.6.1.52)	2.6.1.52	Phosphoserine transaminase	00750	Vitamin B6 metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.939	b0908	VBIEscCol129921_0939	aroA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.946	b0915	VBIEscCol129921_0946	lpxK	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	2.7.1.130	Tetraacyldisaccharide 4'-kinase	00540	Lipopolysaccharide biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.949	b0918	VBIEscCol129921_0949	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	00540	Lipopolysaccharide biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00130	Ubiquinone and other terpenoid-quinone biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00253	Tetracycline biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00340	Histidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00350	Tyrosine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00360	Phenylalanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00380	Tryptophan metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00450	Selenoamino acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00522	Biosynthesis of 12-, 14- and 16-membered macrolides
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00624	1- and 2-Methylnaphthalene degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00627	1,4-Dichlorobenzene degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00860	Porphyrin and chlorophyll metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00940	Phenylpropanoid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00941	Flavonoid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00942	Anthocyanin biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00950	Isoquinoline alkaloid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00981	Insect hormone biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01051	Biosynthesis of ansamycins
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.952	b0921	VBIEscCol129921_0952	smtA	tRNA uridine 5-oxyacetic acid(34) methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01057	Biosynthesis of type II polyketide products
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00250	Alanine, aspartate and glutamate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00270	Cysteine and methionine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00330	Arginine and proline metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00350	Tyrosine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00360	Phenylalanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00401	Novobiocin biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00710	Carbon fixation in photosynthetic organisms
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00950	Isoquinoline alkaloid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.959	b0928	VBIEscCol129921_0959	aspC	Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.963	b0930	VBIEscCol129921_0963	asnS	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	6.1.1.22	Asparagine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.966	b0932	VBIEscCol129921_0966	pepN	Membrane alanine aminopeptidase N (EC 3.4.11.2)	3.4.11.2	Membrane alanyl aminopeptidase	00480	Glutathione metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.971	b0937	VBIEscCol129921_0971	ssuE	FMN reductase (NADPH) (EC 1.5.1.38)	1.5.1.38	FMN reductase (NADPH)	00740	Riboflavin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.979	b0945	VBIEscCol129921_0979	pyrD	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)	1.3.5.2	Dihydroorotate dehydrogenase (quinone)	00240	Pyrimidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.988	b0954	VBIEscCol129921_0988	fabA	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	00061	Fatty acid biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.988	b0954	VBIEscCol129921_0988	fabA	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	00780	Biotin metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.997	b0963	VBIEscCol129921_0997	mgsA	Methylglyoxal synthase (EC 4.2.3.3)	4.2.3.3	Methylglyoxal synthase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.1003	b0968	VBIEscCol129921_1003	yccX	Acylphosphate phosphohydrolase (EC 3.6.1.7)	3.6.1.7	Acylphosphatase	00620	Pyruvate metabolism
